year,price,engine_size,mileage,Diesel,Hybrid,otherFuel,Petrol,Automatic,Manual,otherTransmission,Semi-Auto
2016,16680,20.0,64.2,1,0,0,0,0,0,0,1
2018,22980,145.0,60.1,1,0,0,0,0,0,0,1
2019,39000,145.0,30.4,0,0,0,1,0,0,0,1
2019,29980,145.0,61.4,1,0,0,0,0,0,0,1
2019,29980,145.0,60.1,1,0,0,0,0,0,0,1
2017,22980,125.0,60.1,1,0,0,0,0,0,0,1
2016,18780,0.0,134.5,0,1,0,0,0,0,0,1
2019,30980,145.0,61.4,1,0,0,0,0,0,0,1
2018,28480,145.0,44.1,0,0,0,1,0,0,0,1
2019,20480,145.0,46.3,0,0,0,1,0,0,0,1
2019,27280,145.0,46.3,0,0,0,1,0,0,0,1
2019,27980,145.0,44.1,0,0,0,1,0,0,0,1
2019,24980,145.0,45.6,0,0,0,1,0,0,0,1
2019,28180,145.0,58.9,1,0,0,0,1,0,0,0
2019,23680,145.0,44.1,0,0,0,1,0,0,0,1
2019,44480,145.0,29.1,0,0,0,1,0,0,0,1
2019,34480,145.0,46.3,0,0,0,1,0,0,0,1
2019,25780,145.0,61.4,1,0,0,0,0,0,0,1
2017,21500,150.0,48.7,0,0,0,1,0,0,0,1
2019,33842,145.0,42.2,0,0,0,1,0,0,0,1
2019,34987,145.0,64.2,1,0,0,0,1,0,0,0
2019,44987,145.0,30.4,0,0,0,1,1,0,0,0
2014,14732,20.0,64.2,1,0,0,0,0,0,0,1
2018,19056,145.0,50.4,0,0,0,1,1,0,0,0
2017,20672,30.0,62.8,1,0,0,0,0,0,0,1
2017,33612,145.0,34.0,0,0,0,1,1,0,0,0
2017,16991,30.0,64.2,1,0,0,0,0,0,0,1
2015,19990,0.0,74.3,0,1,0,0,0,0,0,1
2019,27890,145.0,61.4,1,0,0,0,0,0,0,1
2015,14490,20.0,64.2,1,0,0,0,0,0,0,1
2017,18490,145.0,50.4,0,0,0,1,0,0,0,1
2016,13600,125.0,53.3,0,0,0,1,0,1,0,0
2018,22980,145.0,61.4,1,0,0,0,0,0,0,1
2019,44480,145.0,29.7,0,0,0,1,0,0,0,1
2017,15980,20.0,68.9,1,0,0,0,0,1,0,0
2019,45980,145.0,29.7,0,0,0,1,0,0,0,1
2019,29980,145.0,44.1,0,0,0,1,0,0,0,1
2014,11750,20.0,64.2,1,0,0,0,0,0,0,1
2014,13290,125.0,52.3,0,0,0,1,0,0,0,1
2019,29950,150.0,61.4,1,0,0,0,0,0,0,1
2014,11750,20.0,64.2,1,0,0,0,0,0,0,1
2019,27990,145.0,64.2,1,0,0,0,0,0,0,1
2017,16690,30.0,64.2,1,0,0,0,0,0,0,1
2019,22890,145.0,46.3,0,0,0,1,1,0,0,0
2019,28990,145.0,57.7,1,0,0,0,1,0,0,0
2019,19690,145.0,61.4,1,0,0,0,1,0,0,0
2019,29480,145.0,44.1,0,0,0,1,0,0,0,1
2015,14500,20.0,64.2,1,0,0,0,0,0,0,1
2020,35491,145.0,48.7,1,0,0,0,0,0,0,1
2017,24502,145.0,67.3,1,0,0,0,0,0,0,1
2017,20491,30.0,61.4,1,0,0,0,0,0,0,1
2019,41491,145.0,55.4,1,0,0,0,1,0,0,0
2017,18258,150.0,60.1,1,0,0,0,0,0,0,1
2015,16341,20.0,64.2,1,0,0,0,0,0,0,1
2017,40980,300.0,34.5,0,0,0,1,0,0,0,1
2015,16892,30.0,64.2,1,0,0,0,0,0,0,1
2014,14992,30.0,64.2,1,0,0,0,0,0,0,1
2019,22706,145.0,44.1,0,0,0,1,1,0,0,0
2019,30672,145.0,57.7,1,0,0,0,1,0,0,0
2017,23111,145.0,47.1,0,0,0,1,0,0,0,1
2019,26176,145.0,46.3,0,0,0,1,0,0,0,1
2018,18700,145.0,60.1,1,0,0,0,0,0,0,1
2017,14307,125.0,53.3,0,0,0,1,0,1,0,0
2018,18900,145.0,61.4,1,0,0,0,1,0,0,0
2016,16800,30.0,64.2,1,0,0,0,0,0,0,1
2015,10090,150.0,53.3,1,0,0,0,0,0,0,1
2014,12600,125.0,52.3,0,0,0,1,1,0,0,0
2018,25500,145.0,67.3,1,0,0,0,0,0,0,1
2017,25092,145.0,54.3,1,0,0,0,1,0,0,0
2017,23401,145.0,47.1,0,0,0,1,0,0,0,1
2017,21011,30.0,61.4,1,0,0,0,0,0,0,1
2017,16911,150.0,65.7,1,0,0,0,0,0,0,1
2015,15142,20.0,64.2,1,0,0,0,0,0,0,1
2015,14290,125.0,52.3,0,0,0,1,0,0,0,1
2019,20990,145.0,65.7,1,0,0,0,0,0,0,1
2016,14390,30.0,65.7,1,0,0,0,0,0,0,1
2018,23500,145.0,61.4,1,0,0,0,0,0,0,1
2019,39995,145.0,29.4,0,0,0,1,0,0,0,1
2020,29750,145.0,57.7,1,0,0,0,1,0,0,0
2019,26176,145.0,47.1,0,0,0,1,0,0,0,1
2019,30976,145.0,44.1,0,0,0,1,1,0,0,0
2017,15872,125.0,53.3,0,0,0,1,0,1,0,0
2019,27696,145.0,60.1,1,0,0,0,1,0,0,0
2017,39336,300.0,32.8,0,0,0,1,1,0,0,0
2017,31664,145.0,35.8,0,0,0,1,1,0,0,0
2017,16092,20.0,65.7,1,0,0,0,0,0,0,1
2019,36350,145.0,61.4,1,0,0,0,1,0,0,0
2017,23942,160.0,43.5,0,0,0,1,1,0,0,0
2019,27780,145.0,60.1,1,0,0,0,0,0,0,1
2019,36420,145.0,64.2,1,0,0,0,1,0,0,0
2019,36090,145.0,30.4,0,0,0,1,1,0,0,0
2019,39991,145.0,44.1,0,0,0,1,1,0,0,0
2019,48491,145.0,30.4,0,0,0,1,1,0,0,0
2019,38991,145.0,61.4,1,0,0,0,1,0,0,0
2017,14307,125.0,53.3,0,0,0,1,0,1,0,0
2018,18450,145.0,61.4,1,0,0,0,0,0,0,1
2017,14420,20.0,65.7,1,0,0,0,0,1,0,0
2015,12995,20.0,64.2,1,0,0,0,1,0,0,0
2015,12999,20.0,65.7,1,0,0,0,0,1,0,0
2015,12995,125.0,53.3,0,0,0,1,0,1,0,0
2018,22900,145.0,44.1,0,0,0,1,0,0,0,1
2019,24495,145.0,60.1,1,0,0,0,0,0,0,1
2019,24640,145.0,47.1,0,0,0,1,1,0,0,0
2019,30840,145.0,42.2,0,0,0,1,0,0,0,1
2019,21340,145.0,44.1,0,0,0,1,1,0,0,0
2019,24940,145.0,45.6,0,0,0,1,0,0,0,1
2019,21940,145.0,44.1,0,0,0,1,1,0,0,0
2019,28940,145.0,44.1,0,0,0,1,1,0,0,0
2016,20503,200.0,42.8,0,0,0,1,1,0,0,0
2018,22766,145.0,47.1,0,0,0,1,1,0,0,0
2018,22990,145.0,61.4,1,0,0,0,0,0,0,1
2017,18890,145.0,64.2,1,0,0,0,0,0,0,1
2016,22890,20.0,67.3,1,0,0,0,0,0,0,1
2019,27490,145.0,57.7,1,0,0,0,0,0,0,1
2016,15890,20.0,65.7,1,0,0,0,0,0,0,1
2018,33890,145.0,36.2,0,0,0,1,0,0,0,1
2018,33690,145.0,40.9,0,0,0,1,0,0,0,1
2019,37790,145.0,29.4,0,0,0,1,0,0,0,1
2019,26140,145.0,64.2,1,0,0,0,0,0,0,1
2019,26440,145.0,60.1,1,0,0,0,0,0,0,1
2017,19240,30.0,64.2,1,0,0,0,0,0,0,1
2019,30740,145.0,57.7,1,0,0,0,0,0,0,1
2019,24640,145.0,61.4,1,0,0,0,0,0,0,1
2017,19995,165.0,44.1,0,0,0,1,1,0,0,0
2018,19995,150.0,41.5,0,0,0,1,0,0,0,1
2019,27340,145.0,43.5,0,0,0,1,1,0,0,0
2017,25000,145.0,47.1,0,0,0,1,1,0,0,0
2018,23390,145.0,58.9,1,0,0,0,0,0,0,1
2015,15789,30.0,64.2,1,0,0,0,0,0,0,1
2017,17490,145.0,64.2,1,0,0,0,1,0,0,0
2018,34990,145.0,35.3,0,0,0,1,1,0,0,0
2016,19750,30.0,64.2,1,0,0,0,0,0,0,1
2017,19000,20.0,68.9,1,0,0,0,0,0,0,1
2018,20690,145.0,48.7,0,0,0,1,0,0,0,1
2019,35891,145.0,61.4,1,0,0,0,1,0,0,0
2015,15135,125.0,52.3,0,0,0,1,0,0,0,1
2019,28995,145.0,64.2,1,0,0,0,1,0,0,0
2019,31495,145.0,48.7,1,0,0,0,1,0,0,0
2020,39994,145.0,55.4,1,0,0,0,0,0,0,1
2020,39994,145.0,55.4,1,0,0,0,0,0,0,1
2019,24995,145.0,46.3,0,0,0,1,1,0,0,0
2019,28395,145.0,44.1,0,0,0,1,0,0,0,1
2019,25494,145.0,46.3,0,0,0,1,1,0,0,0
2018,24994,145.0,55.4,0,0,0,1,0,0,0,1
2018,23995,145.0,67.3,1,0,0,0,0,0,0,1
2017,21950,135.0,74.3,0,1,0,0,0,0,0,1
2018,49990,145.0,32.8,0,0,0,1,0,0,0,1
2017,23400,30.0,65.7,1,0,0,0,0,0,0,1
2017,21958,145.0,61.4,1,0,0,0,0,0,0,1
2015,18500,30.0,64.2,1,0,0,0,1,0,0,0
2015,15495,125.0,52.3,0,0,0,1,0,0,0,1
2015,15890,30.0,64.2,1,0,0,0,0,0,0,1
2019,26990,145.0,46.3,0,0,0,1,0,0,0,1
2016,18490,30.0,64.2,1,0,0,0,0,0,0,1
2019,24490,145.0,61.4,1,0,0,0,0,0,0,1
2016,21500,20.0,67.3,1,0,0,0,0,0,0,1
2019,23490,145.0,46.3,0,0,0,1,0,0,0,1
2017,22995,145.0,47.1,0,0,0,1,0,0,0,1
2018,24890,145.0,40.4,0,0,0,1,0,0,0,1
2015,14150,20.0,64.2,1,0,0,0,0,0,0,1
2016,15000,30.0,65.7,1,0,0,0,0,1,0,0
2016,22495,20.0,68.9,1,0,0,0,0,0,0,1
2017,19495,30.0,64.2,1,0,0,0,0,0,0,1
2017,22395,20.0,67.3,1,0,0,0,0,0,0,1
2017,19495,145.0,50.4,0,0,0,1,0,0,0,1
2017,14995,145.0,64.2,1,0,0,0,1,0,0,0
2016,18995,30.0,64.2,1,0,0,0,0,1,0,0
2019,28995,145.0,64.2,1,0,0,0,1,0,0,0
2019,26940,145.0,61.4,1,0,0,0,1,0,0,0
2019,25440,145.0,61.4,1,0,0,0,0,0,0,1
2019,23740,145.0,61.4,1,0,0,0,0,0,0,1
2016,17440,30.0,64.2,1,0,0,0,1,0,0,0
2019,30240,145.0,61.4,1,0,0,0,1,0,0,0
2019,28150,145.0,46.3,0,0,0,1,1,0,0,0
2019,32940,145.0,44.1,0,0,0,1,1,0,0,0
2019,31740,145.0,51.4,1,0,0,0,1,0,0,0
2019,30450,145.0,64.2,1,0,0,0,1,0,0,0
2019,32540,145.0,55.4,1,0,0,0,1,0,0,0
2019,35891,145.0,64.2,1,0,0,0,1,0,0,0
2016,21991,20.0,67.3,1,0,0,0,0,0,0,1
2017,21111,30.0,61.4,1,0,0,0,0,0,0,1
2018,18171,145.0,49.6,0,0,0,1,0,0,0,1
2019,24202,145.0,45.6,0,0,0,1,1,0,0,0
2019,30436,145.0,57.7,1,0,0,0,1,0,0,0
2019,31216,145.0,57.7,1,0,0,0,1,0,0,0
2019,28466,145.0,61.4,1,0,0,0,1,0,0,0
2019,26396,145.0,61.4,1,0,0,0,0,0,0,1
2020,30990,145.0,61.4,1,0,0,0,0,0,0,1
2019,27990,145.0,54.3,1,0,0,0,1,0,0,0
2019,28990,145.0,64.2,1,0,0,0,1,0,0,0
2019,24990,145.0,64.2,1,0,0,0,0,0,0,1
2019,25490,145.0,45.6,0,0,0,1,0,0,0,1
2019,21290,145.0,61.4,1,0,0,0,0,0,0,1
2018,24990,145.0,46.3,0,0,0,1,0,0,0,1
2019,23990,150.0,45.6,0,0,0,1,0,0,0,1
2015,16990,30.0,64.2,1,0,0,0,0,0,0,1
2018,26890,145.0,56.5,1,0,0,0,0,0,0,1
2017,18632,2.0,134.5,0,1,0,0,0,0,0,1
2019,30666,145.0,54.3,1,0,0,0,1,0,0,0
2019,31876,145.0,54.3,1,0,0,0,0,0,0,1
2019,26866,145.0,46.3,0,0,0,1,1,0,0,0
2019,28825,145.0,56.5,1,0,0,0,0,0,0,1
2018,21492,145.0,60.1,1,0,0,0,0,0,0,1
2019,29386,145.0,44.1,0,0,0,1,1,0,0,0
2018,23522,145.0,46.3,0,0,0,1,0,0,0,1
2017,18801,145.0,64.2,1,0,0,0,0,0,0,1
2017,18495,150.0,50.4,0,0,0,1,0,0,0,1
2019,26450,145.0,60.1,1,0,0,0,0,0,0,1
2018,19495,145.0,64.2,1,0,0,0,0,0,0,1
2019,32500,145.0,42.2,0,0,0,1,0,0,0,1
2020,54000,145.0,29.1,0,0,0,1,0,0,0,1
2018,25750,145.0,60.1,1,0,0,0,0,0,0,1
2019,19750,145.0,61.4,1,0,0,0,0,0,0,1
2019,26995,145.0,56.5,1,0,0,0,0,0,0,1
2018,27950,145.0,54.3,1,0,0,0,0,0,0,1
2019,32026,145.0,57.7,1,0,0,0,1,0,0,0
2018,24222,145.0,67.3,1,0,0,0,0,0,0,1
2019,28390,145.0,43.5,0,0,0,1,0,0,0,1
2019,25890,145.0,44.1,0,0,0,1,1,0,0,0
2019,19980,145.0,46.3,0,0,0,1,0,0,0,1
2019,25980,145.0,58.9,1,0,0,0,0,0,0,1
2019,27980,145.0,60.1,1,0,0,0,0,0,0,1
2018,27980,145.0,44.1,0,0,0,1,1,0,0,0
2019,29480,145.0,44.1,0,0,0,1,0,0,0,1
2019,42900,145.0,29.1,0,0,0,1,0,0,0,1
2019,37500,145.0,29.4,0,0,0,1,0,0,0,1
2019,27500,145.0,61.4,1,0,0,0,0,0,0,1
2019,29000,145.0,44.1,0,0,0,1,0,0,0,1
2019,36980,145.0,29.4,0,0,0,1,0,0,0,1
2017,21362,145.0,64.2,1,0,0,0,0,0,0,1
2019,31346,145.0,44.1,0,0,0,1,1,0,0,0
2018,38123,145.0,29.4,0,0,0,1,1,0,0,0
2018,28842,145.0,54.3,1,0,0,0,0,0,0,1
2019,27250,145.0,56.5,1,0,0,0,0,0,0,1
2019,27490,145.0,42.2,0,0,0,1,1,0,0,0
2019,32890,145.0,42.2,0,0,0,1,0,0,0,1
2019,30490,145.0,61.4,1,0,0,0,1,0,0,0
2019,30490,145.0,61.4,1,0,0,0,1,0,0,0
2019,28990,145.0,64.2,1,0,0,0,1,0,0,0
2019,53990,145.0,28.5,0,0,0,1,1,0,0,0
2020,65990,145.0,28.0,0,0,0,1,0,0,0,1
2015,17690,125.0,60.1,1,0,0,0,1,0,0,0
2019,32995,145.0,42.2,0,0,0,1,0,0,0,1
2018,26595,145.0,57.7,1,0,0,0,0,0,0,1
2018,21695,145.0,46.3,0,0,0,1,1,0,0,0
2018,36495,145.0,36.2,0,0,0,1,1,0,0,0
2017,14645,20.0,65.7,1,0,0,0,1,0,0,0
2016,31945,260.0,35.3,0,0,0,1,1,0,0,0
2017,30745,145.0,36.2,0,0,0,1,1,0,0,0
2016,17399,125.0,60.1,1,0,0,0,0,0,0,1
2019,37321,145.0,54.3,1,0,0,0,1,0,0,0
2019,38521,145.0,61.4,1,0,0,0,1,0,0,0
2019,26995,145.0,60.1,1,0,0,0,0,0,0,1
2019,42895,145.0,29.1,0,0,0,1,1,0,0,0
2019,32495,145.0,44.1,0,0,0,1,0,0,0,1
2017,16995,145.0,64.2,1,0,0,0,1,0,0,0
2019,23016,145.0,45.6,0,0,0,1,1,0,0,0
2019,26876,145.0,45.6,0,0,0,1,1,0,0,0
2019,35068,145.0,45.6,0,0,0,1,0,0,0,1
2020,46800,2.0,217.3,0,1,0,0,0,0,0,1
2017,18896,145.0,61.4,1,0,0,0,0,0,0,1
2014,15499,30.0,61.4,1,0,0,0,0,0,0,1
2019,28995,145.0,58.9,1,0,0,0,1,0,0,0
2019,29995,145.0,57.7,1,0,0,0,0,0,0,1
2019,30995,145.0,46.3,1,0,0,0,0,0,0,1
2019,26995,145.0,54.3,1,0,0,0,0,0,0,1
2019,27995,145.0,57.7,1,0,0,0,1,0,0,0
2019,29995,145.0,42.8,0,0,0,1,0,0,0,1
2019,27950,145.0,54.3,1,0,0,0,0,0,0,1
2016,16950,125.0,50.4,0,0,0,1,1,0,0,0
2019,40924,145.0,44.1,0,0,0,1,1,0,0,0
2015,17030,30.0,64.2,1,0,0,0,1,0,0,0
2018,26060,145.0,46.3,0,0,0,1,1,0,0,0
2019,30890,145.0,42.8,0,0,0,1,1,0,0,0
2018,26950,145.0,57.7,1,0,0,0,0,0,0,1
2018,18649,145.0,61.4,1,0,0,0,0,0,0,1
2019,30690,145.0,55.4,1,0,0,0,1,0,0,0
2017,40489,145.0,31.7,0,0,0,1,1,0,0,0
2015,16490,30.0,64.2,1,0,0,0,0,0,0,1
2017,18979,30.0,64.2,1,0,0,0,0,0,0,1
2017,44520,145.0,31.7,0,0,0,1,1,0,0,0
2017,17981,145.0,64.2,1,0,0,0,0,0,0,1
2019,69950,145.0,27.2,0,0,0,1,1,0,0,0
2019,29990,145.0,42.8,0,0,0,1,1,0,0,0
2019,29990,145.0,44.1,0,0,0,1,1,0,0,0
2019,25989,145.0,44.1,0,0,0,1,1,0,0,0
2019,26990,145.0,42.2,0,0,0,1,1,0,0,0
2019,26990,145.0,42.2,0,0,0,1,1,0,0,0
2019,28989,145.0,57.7,1,0,0,0,1,0,0,0
2017,32000,145.0,35.3,0,0,0,1,0,0,0,1
2016,18000,30.0,62.8,1,0,0,0,0,0,0,1
2019,25495,150.0,47.1,0,0,0,1,0,0,0,1
2018,26395,145.0,57.7,1,0,0,0,0,0,0,1
2019,38995,145.0,29.7,0,0,0,1,1,0,0,0
2019,34995,145.0,44.1,0,0,0,1,1,0,0,0
2019,61995,145.0,27.2,0,0,0,1,1,0,0,0
2018,30995,145.0,42.2,0,0,0,1,0,0,0,1
2016,21895,20.0,67.3,1,0,0,0,0,0,0,1
2019,61495,145.0,34.5,0,0,0,1,1,0,0,0
2019,63495,145.0,28.0,0,0,0,1,1,0,0,0
2019,30995,145.0,57.7,1,0,0,0,0,0,0,1
2019,44160,145.0,55.4,1,0,0,0,1,0,0,0
2017,23332,125.0,60.1,1,0,0,0,0,0,0,1
2017,19895,30.0,60.1,1,0,0,0,0,0,0,1
2015,16946,125.0,51.4,0,0,0,1,1,0,0,0
2013,11552,160.0,44.8,0,0,0,1,1,0,0,0
2017,29302,145.0,36.2,0,0,0,1,0,0,0,1
2017,24202,145.0,67.3,1,0,0,0,1,0,0,0
2019,26925,145.0,46.3,0,0,0,1,0,0,0,1
2016,18232,0.0,134.5,0,1,0,0,0,0,0,1
2013,8795,125.0,60.1,1,0,0,0,0,1,0,0
2014,15999,125.0,52.3,0,0,0,1,0,0,0,1
2016,18150,30.0,61.4,1,0,0,0,0,0,0,1
2016,18150,30.0,61.4,1,0,0,0,0,0,0,1
2015,13750,20.0,64.2,1,0,0,0,0,0,0,1
2019,27990,145.0,47.1,0,0,0,1,1,0,0,0
2017,17490,145.0,64.2,1,0,0,0,1,0,0,0
2019,29890,145.0,64.2,1,0,0,0,0,0,0,1
2019,28795,145.0,54.3,1,0,0,0,0,0,0,1
2019,24595,145.0,61.4,1,0,0,0,0,0,0,1
2018,26295,145.0,57.7,1,0,0,0,0,0,0,1
2019,25338,145.0,60.1,1,0,0,0,0,0,0,1
2020,41995,2.0,217.3,0,1,0,0,0,0,0,1
2019,30840,145.0,55.4,1,0,0,0,0,0,0,1
2019,27295,145.0,60.1,1,0,0,0,0,0,0,1
2016,22995,20.0,67.3,1,0,0,0,0,0,0,1
2016,18750,30.0,62.8,1,0,0,0,0,0,0,1
2016,23950,145.0,54.3,1,0,0,0,1,0,0,0
2017,36895,145.0,33.6,0,0,0,1,0,0,0,1
2019,34890,135.0,217.3,0,1,0,0,0,0,0,1
2019,31980,145.0,46.3,0,0,0,1,0,0,0,1
2019,29890,145.0,60.1,1,0,0,0,0,0,0,1
2019,31890,145.0,54.3,1,0,0,0,0,0,0,1
2019,66890,145.0,28.5,0,0,0,1,0,0,0,1
2019,37995,145.0,54.3,1,0,0,0,0,0,0,1
2016,24890,30.0,65.7,1,0,0,0,0,0,0,1
2016,17979,30.0,64.2,1,0,0,0,0,0,0,1
2019,27889,145.0,43.5,0,0,0,1,1,0,0,0
2019,26981,145.0,61.4,1,0,0,0,1,0,0,0
2019,22980,145.0,65.7,1,0,0,0,0,1,0,0
2019,29990,145.0,61.4,1,0,0,0,1,0,0,0
2017,26949,145.0,40.9,0,0,0,1,1,0,0,0
2018,24750,145.0,58.9,1,0,0,0,1,0,0,0
2017,21490,150.0,67.3,1,0,0,0,0,0,0,1
2016,36981,305.0,34.5,0,0,0,1,0,0,0,1
2019,34989,145.0,55.4,1,0,0,0,1,0,0,0
2017,18981,145.0,64.2,1,0,0,0,0,0,0,1
2017,23990,145.0,43.5,0,0,0,1,0,0,0,1
2019,25995,145.0,60.1,1,0,0,0,1,0,0,0
2018,26595,145.0,57.7,1,0,0,0,0,0,0,1
2019,33995,145.0,42.8,0,0,0,1,1,0,0,0
2019,26795,145.0,56.5,1,0,0,0,0,0,0,1
2019,27195,145.0,57.7,1,0,0,0,1,0,0,0
2019,27995,145.0,56.5,1,0,0,0,1,0,0,0
2019,32995,145.0,42.2,0,0,0,1,1,0,0,0
2019,27889,145.0,61.4,1,0,0,0,0,0,0,1
2019,31890,145.0,44.1,0,0,0,1,1,0,0,0
2019,23490,145.0,45.6,0,0,0,1,1,0,0,0
2018,21189,145.0,60.1,1,0,0,0,1,0,0,0
2019,31980,145.0,54.3,1,0,0,0,1,0,0,0
2019,32499,145.0,44.1,0,0,0,1,1,0,0,0
2019,30889,145.0,61.4,1,0,0,0,1,0,0,0
2019,33000,145.0,44.1,0,0,0,1,1,0,0,0
2019,28980,145.0,41.5,0,0,0,1,1,0,0,0
2019,30890,145.0,61.4,1,0,0,0,1,0,0,0
2018,20889,145.0,44.1,0,0,0,1,0,0,0,1
2018,43750,145.0,32.8,0,0,0,1,0,0,0,1
2017,22489,145.0,47.1,0,0,0,1,1,0,0,0
2019,37950,145.0,54.3,1,0,0,0,1,0,0,0
2019,59950,145.0,27.2,0,0,0,1,1,0,0,0
2019,46950,145.0,29.7,0,0,0,1,1,0,0,0
2019,31950,145.0,46.3,0,0,0,1,1,0,0,0
2016,23950,145.0,54.3,1,0,0,0,1,0,0,0
2016,20895,125.0,60.1,1,0,0,0,0,0,0,1
2016,31495,300.0,34.0,0,0,0,1,1,0,0,0
2019,42995,145.0,29.7,0,0,0,1,0,0,0,1
2014,13295,160.0,44.8,0,0,0,1,0,0,0,1
2019,27495,145.0,55.4,1,0,0,0,0,0,0,1
2019,28995,145.0,64.2,1,0,0,0,0,0,0,1
2016,35995,300.0,34.5,0,0,0,1,1,0,0,0
2019,30995,145.0,44.1,0,0,0,1,1,0,0,0
2019,30995,145.0,44.1,0,0,0,1,1,0,0,0
2019,29995,145.0,61.4,1,0,0,0,1,0,0,0
2019,31995,145.0,44.1,0,0,0,1,1,0,0,0
2019,31995,145.0,44.1,0,0,0,1,1,0,0,0
2019,29995,145.0,55.4,1,0,0,0,1,0,0,0
2019,30890,145.0,61.4,1,0,0,0,1,0,0,0
2019,29990,145.0,61.4,1,0,0,0,1,0,0,0
2019,35000,145.0,42.2,0,0,0,1,1,0,0,0
2019,32499,145.0,46.3,0,0,0,1,0,0,0,1
2018,45895,145.0,32.8,0,0,0,1,0,0,0,1
2019,23995,145.0,47.1,0,0,0,1,1,0,0,0
2017,17099,145.0,65.7,1,0,0,0,0,0,0,1
2018,29099,145.0,54.3,1,0,0,0,0,0,0,1
2019,23589,145.0,61.4,1,0,0,0,0,0,0,1
2019,23389,145.0,61.4,1,0,0,0,0,0,0,1
2019,25899,145.0,42.2,0,0,0,1,0,0,0,1
2019,23489,145.0,61.4,1,0,0,0,0,0,0,1
2017,35149,145.0,35.3,0,0,0,1,0,0,0,1
2016,40999,300.0,32.8,0,0,0,1,0,0,0,1
2015,15849,30.0,62.8,1,0,0,0,0,0,0,1
2019,35049,145.0,44.1,0,0,0,1,0,0,0,1
2019,24950,145.0,44.1,0,0,0,1,1,0,0,0
2017,20889,30.0,61.4,1,0,0,0,1,0,0,0
2019,23949,145.0,45.6,0,0,0,1,1,0,0,0
2019,29949,145.0,44.1,0,0,0,1,1,0,0,0
2014,13950,20.0,64.2,1,0,0,0,0,0,0,1
2019,39950,145.0,29.7,0,0,0,1,0,0,0,1
2019,28950,145.0,56.5,1,0,0,0,1,0,0,0
2019,28950,145.0,54.3,1,0,0,0,0,0,0,1
2019,25950,145.0,44.1,0,0,0,1,1,0,0,0
2019,32499,145.0,44.1,0,0,0,1,1,0,0,0
2019,32499,145.0,44.1,0,0,0,1,1,0,0,0
2019,42490,145.0,29.1,0,0,0,1,0,0,0,1
2019,31890,145.0,46.3,1,0,0,0,1,0,0,0
2019,29889,145.0,57.7,1,0,0,0,1,0,0,0
2019,26499,145.0,64.2,1,0,0,0,0,1,0,0
2019,27890,145.0,60.1,1,0,0,0,1,0,0,0
2019,30989,145.0,54.3,1,0,0,0,0,0,0,1
2019,35099,145.0,44.1,0,0,0,1,0,0,0,1
2019,33699,145.0,55.4,1,0,0,0,0,0,0,1
2019,31599,145.0,46.3,0,0,0,1,0,0,0,1
2019,30599,145.0,54.3,1,0,0,0,0,0,0,1
2019,31299,145.0,61.4,1,0,0,0,0,0,0,1
2016,19099,30.0,64.2,1,0,0,0,0,0,0,1
2019,24199,145.0,44.1,0,0,0,1,0,0,0,1
2017,15250,145.0,64.2,1,0,0,0,0,0,0,1
2019,26949,145.0,42.2,0,0,0,1,1,0,0,0
2019,26949,145.0,42.2,0,0,0,1,1,0,0,0
2019,28749,145.0,58.9,1,0,0,0,1,0,0,0
2019,27950,145.0,44.1,0,0,0,1,1,0,0,0
2019,31950,145.0,46.3,1,0,0,0,1,0,0,0
2019,24599,145.0,46.3,0,0,0,1,0,0,0,1
2017,17599,20.0,64.2,1,0,0,0,0,0,0,1
2019,25699,145.0,45.6,0,0,0,1,0,0,0,1
2019,30399,145.0,54.3,1,0,0,0,0,0,0,1
2016,15199,20.0,64.2,1,0,0,0,0,0,0,1
2016,20299,20.0,67.3,1,0,0,0,0,0,0,1
2017,22999,20.0,67.3,1,0,0,0,0,0,0,1
2019,31299,145.0,51.4,1,0,0,0,0,0,0,1
2019,36539,145.0,55.4,1,0,0,0,0,0,0,1
2015,16699,30.0,64.2,1,0,0,0,0,0,0,1
2017,24499,150.0,67.3,1,0,0,0,0,0,0,1
2019,33799,150.0,55.4,1,0,0,0,0,0,0,1
2016,21099,20.0,67.3,1,0,0,0,0,0,0,1
2016,16499,20.0,64.2,1,0,0,0,0,0,0,1
2019,32495,145.0,44.1,0,0,0,1,1,0,0,0
2019,34995,145.0,54.3,1,0,0,0,1,0,0,0
2020,54995,145.0,29.7,0,0,0,1,0,0,0,1
2017,18495,145.0,50.4,0,0,0,1,0,0,0,1
2017,18795,30.0,60.1,1,0,0,0,0,0,0,1
2019,23495,145.0,45.6,0,0,0,1,1,0,0,0
2019,33995,145.0,42.8,0,0,0,1,0,0,0,1
2019,30995,145.0,44.1,0,0,0,1,0,0,0,1
2018,26595,145.0,57.7,1,0,0,0,1,0,0,0
2019,30950,145.0,56.5,1,0,0,0,1,0,0,0
2019,41750,145.0,34.5,0,0,0,1,0,0,0,1
2019,26949,145.0,60.1,1,0,0,0,1,0,0,0
2019,28950,145.0,42.8,0,0,0,1,1,0,0,0
2019,40890,145.0,29.1,0,0,0,1,0,0,0,1
2016,18950,30.0,64.2,1,0,0,0,1,0,0,0
2019,20599,145.0,46.3,0,0,0,1,0,0,0,1
2019,25799,145.0,61.4,1,0,0,0,0,0,0,1
2019,28749,145.0,64.2,1,0,0,0,0,0,0,1
